Customer_ID,First_Name,Last_Name,Date_of_Birth,Age,Gender,Email,Phone_Number,Street_Address,Postal_Code,City,Country,Account_Number,Card_Network,Card_Number,Card_Expiry,Account_Type,Registration_Date,Marital_Status,Education_Level,Employment_Status,Job_Type,Employment_Length,Annual_Income,Monthly_Income,Residential_Status,Number_of_Dependents,Account_Age_Months,Savings_Balance,total_tx_amount,avg_tx_amount,tx_count,fraud_count,intl_count,cross_border,high_amount_count,aml_count,Risk_Score,Degree_Centrality,Closeness_Centrality,Betweenness_Centrality,PageRank
CUST_00518,Zied,Khelifi,1986-04-23,40,Male,zied.khelifi79@protonmail.com,0236366525,rue Michele Lecomte,66351,Monastir,Tunisia,TN4481115421759014,Mastercard,5410********1050,08/25,Personal,2017-07-04,Single,High School,Employed,Manufacturing,5,13454.81,1121.23,Rent,2,96,6202.0,8258.65,305.8759259259259,27.0,0.0,1.0,8.0,1.0,0.0,39.98,0.000426,0.052738,0.000767,3.122e-05
CUST_00519,Arabella,Green,1998-02-03,28,Female,arabellagreen841@protonmail.com,0121 496 0713,"Flat 8
Suzanne Land",B8 4YE,Birmingham,UK,GB2866854229236400,Mastercard,5294********1700,08/29,Personal,2021-10-01,Single,Vocational,Student,Student,0,4955.61,412.97,Rent,0,45,11050.02,1078.06,77.00428571428571,14.0,0.0,1.0,5.0,0.0,0.0,26.0,0.00024,0.049619,3.1e-05,2.694e-05
CUST_00520,Ignacio,Romero,1991-04-10,35,Male,ignacio_romero657@hotmail.com,+53(8)7445907602,Corredor Guinea Bissau 609 Interior 900,56379-8669,Guadalajara,Mexico,MX3406529936602542,Visa,4649********9594,09/28,Personal,2021-01-31,Married,No Formal Education,Employed,Services,3,7841.67,653.47,Owner,4,53,1659.24,17685.81,1179.054,15.0,2.0,2.0,3.0,1.0,1.0,65.39,0.000253,0.052033,0.000217,5.365e-05
CUST_00521,Amit,Nair,2004-09-17,21,Male,amit.nair174@hotmail.com,06960717685,"191
Nadig Nagar",848491,Pune,India,IN7103587251358467,Amex,3760*******9359,06/26,Personal,2023-09-01,Single,Vocational,Employed,Legal,3,8824.6,735.38,Family,0,22,24038.27,2235.59,558.8975,4.0,1.0,0.0,3.0,0.0,0.0,24.8,5.3e-05,1.3e-05,0.0,1.486e-05
CUST_00522,Rania,Al Suwaidi,1977-11-26,48,Female,rania.alsuwaidi478@hotmail.com,+1-636-598-7338,239 Pamela Neck Suite 858,31823,Dubai,UAE,AE8778432369317157,Mastercard,5585********8831,01/28,Personal,2019-07-04,Married,Master,Self-Employed,Legal,11,63114.66,5259.56,Owner,3,72,150120.45,36579.16,1590.3982608695653,23.0,0.0,3.0,12.0,1.0,0.0,53.87,0.000359,0.051933,0.000476,2.697e-05
CUST_00523,Lakshmi,Bose,1992-09-29,33,Female,lakshmi.bose@gmail.com,00061073314,"88/01
Ghose",714252,Pune,India,IN8911941731929164,Visa,4868********5529,08/29,Joint,2019-06-03,Married,Master,Self-Employed,Other,1,13643.02,1136.92,Family,2,73,20196.37,7393.29,308.05375,24.0,0.0,3.0,15.0,0.0,0.0,66.02,0.000333,0.043422,6e-05,2.316e-05
CUST_00524,Youssef,Bouazizi,1978-02-11,48,Male,youssefbouazizi325@gmail.com,+33 (0)7 82 14 72 28,"31, rue Royer",48357,Sfax,Tunisia,TN6191174886647378,Visa,4257********0144,03/27,Personal,2021-03-03,Married,Vocational,Employed,Engineering,4,10035.43,836.29,Rent,1,52,3470.83,2437.29,174.09214285714285,14.0,1.0,2.0,5.0,1.0,0.0,37.31,0.000213,0.046194,4.7e-05,3.106e-05
CUST_00525,Timothy,Lewis,1996-11-16,29,Male,timothy.lewis@gmail.com,8384409171,83156 Dana Pass,56770,Los Angeles,USA,US8149246525188246,Mastercard,5563********7193,10/29,Personal,2025-05-31,Married,Master,Student,Student,0,11473.83,956.15,Owner,1,1,25265.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,5.3e-05,0.051696,0.0,1.415e-05
CUST_00526,Geeta,Sen,1989-06-08,37,Female,geeta.sen@hotmail.com,4920098180,"76/661, Borah Chowk",067086,Delhi,India,IN0232789201179734,Visa,4273********4230,07/29,Personal,2025-05-31,Married,Bachelor,Unemployed,Unemployed,0,1179.26,98.27,Rent,3,1,1548.87,7.48,7.48,1.0,0.0,1.0,0.0,0.0,0.0,17.04,2.7e-05,0.042863,0.0,9.8e-06
CUST_00527,Samantha,Hernandez,1976-10-22,49,Female,samanthahernandez802@protonmail.com,3033122850,7239 Tracy Stream,17963,New York,USA,US4918524566325869,Visa,4115********0444,10/28,Trust,2018-05-04,Married,High School,Employed,Other,3,25429.29,2119.11,Owner,4,86,55654.32,50195.88,1859.1066666666666,27.0,2.0,5.0,12.0,2.0,0.0,84.77,0.000373,0.048013,0.0005,4.42e-05
CUST_00528,Yasmine,Bouazizi,2002-07-23,23,Female,yasmine_bouazizi@outlook.com,02 56 08 78 88,"84, boulevard Becker",27188,Ariana,Tunisia,TN0670964019753685,Visa,4347********6412,01/29,Personal,2022-08-01,Single,PhD,Employed,Legal,5,31998.91,2666.58,Rent,0,35,21743.85,6058.88,673.2088888888889,9.0,1.0,2.0,5.0,0.0,1.0,59.77,0.000186,0.048889,4.7e-05,2.111e-05
CUST_00529,Tarik,Polat,1998-07-24,27,Male,tarik_polat@gmail.com,9152804239,54595 Samantha Views Suite 526,26019,Bursa,Turkey,TR2572601205575572,Visa,4257********2684,09/25,Trust,2025-05-31,Married,High School,Unemployed,Unemployed,0,1301.0,108.42,Rent,3,1,2631.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,2.7e-05,0.048146,0.0,1.114e-05
CUST_00530,Susan,Owino,1978-09-04,47,Female,susanowino882@yahoo.com,(0306) 999 0496,378 Kathleen Lock,L96 0SX,Nairobi,Kenya,KE5609855557500168,Discover,6011********9018,08/27,Personal,2024-09-30,Married,Vocational,Employed,Services,1,4898.49,408.21,Family,2,9,7765.11,196.75,196.75,1.0,0.0,0.0,1.0,0.0,0.0,5.64,0.000106,0.054251,7.3e-05,2.429e-05
CUST_00531,Pablo,Espinoza,1971-08-29,54,Male,pabloespinoza876@gmail.com,916.210.9057x152,Avenida Sur Ponce 488 789,60292-4835,Monterrey,Mexico,MX8725590405184548,Mastercard,5387********1549,12/25,Trust,2021-01-01,Married,No Formal Education,Employed,Legal,0,6726.11,560.51,Rent,2,54,5991.96,2139.95,142.66333333333333,15.0,0.0,1.0,8.0,0.0,0.0,36.55,0.000266,0.053247,0.000146,2.959e-05
CUST_00532,Efaf,Al Asiri,1987-09-28,38,Female,efafalasiri73@gmail.com,+1-385-944-9846x30819,2625 Henderson Roads,76659,Mecca,Saudi Arabia,SA3860792906178298,Mastercard,5172********6323,12/28,Personal,2018-11-02,Married,Vocational,Self-Employed,Engineering,3,33530.14,2794.18,Rent,2,80,39990.02,19349.31,716.6411111111112,27.0,1.0,6.0,14.0,0.0,0.0,76.04,0.000426,0.049775,0.000143,3.864e-05
CUST_00533,Reuben,Morris,2000-01-15,26,Male,reubenmorris290@outlook.com,03069990001,704 Bradley Dale,L3 0TZ,Liverpool,UK,GB6171143866448979,Mastercard,5316********7733,09/29,Personal,2025-05-01,Single,High School,Self-Employed,Government,0,28862.67,2405.22,Owner,0,2,34211.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,6.7e-05,0.051329,0.0,1.611e-05
CUST_00534,Eva,Alvarez,1991-10-23,34,Female,eva.alvarez@outlook.com,+34955048431,Paseo de Hilda Carreras 92,36268,Seville,Spain,ES0032338137122111,Mastercard,5156********5877,08/27,Personal,2023-08-01,Single,High School,Employed,Retail,0,16223.41,1351.95,Family,0,23,4038.96,3580.67,447.58375,8.0,0.0,3.0,3.0,0.0,0.0,18.66,0.000133,0.045672,1.1e-05,2.539e-05
CUST_00535,Christopher,Martinez,1964-07-28,61,Male,christophe_martinez@yahoo.com,391-397-6464x9073,8306 Martha Stravenue,44336,Houston,USA,US1059829885502202,Mastercard,5556********5277,07/29,Joint,2012-10-05,Divorced,Bachelor,Retired,Retired,24,52112.45,4342.7,Owner,2,153,151548.8,54157.78,1259.4832558139535,43.0,2.0,6.0,17.0,1.0,0.0,99.35,0.000625,0.05185,0.00034,4.054e-05
CUST_00536,Patricia,Ramirez,2005-01-26,21,Female,patriciaramirez@yahoo.com,+34 941 86 20 09,Plaza de Luisa Olmedo 9,23023,Seville,Spain,ES0118237810343936,Visa,4371********9322,10/25,Joint,2024-05-01,Single,High School,Unemployed,Unemployed,0,1258.97,104.91,Family,0,14,1572.98,92.89,30.963333333333335,3.0,0.0,0.0,1.0,0.0,0.0,7.78,0.000106,0.052306,7e-06,1.571e-05
CUST_00537,Owino,Mureithi,1982-02-24,44,Male,owino_mureithi@yahoo.com,+44(0)9098790943,"Flat 9
Jones Stravenue",S6 9RS,Mombasa,Kenya,KE9028999403656639,Mastercard,5577********2895,11/27,Personal,2021-08-02,Married,Bachelor,Self-Employed,Education,4,8789.37,732.45,Rent,5,47,17250.4,40441.94,3676.5400000000004,11.0,2.0,2.0,6.0,1.0,1.0,78.19,0.000226,0.05645,0.000259,3.623e-05
CUST_00538,Chloe,Jackson,1987-03-15,39,Female,chloejackson@gmail.com,1 (862) 450-7692,155 Rodriguez Wells,J3X 7A6,Toronto,Canada,CA5944989667771952,Mastercard,5355********9871,04/27,Personal,2022-08-01,Single,High School,Employed,Finance,4,19553.19,1629.43,Owner,0,35,52178.39,12353.51,1029.4591666666668,12.0,4.0,3.0,10.0,1.0,1.0,100.0,0.000226,0.05173,0.000729,2.327e-05
CUST_00539,Wanjiku,Thuo,2002-04-11,24,Female,wanjikuthuo865@gmail.com,+44114 4960386,211 Linda Ridge,W7T 0WX,Nakuru,Kenya,KE5465032482652355,Mastercard,5168********9094,08/26,Personal,2019-10-03,Single,High School,Employed,Finance,2,3436.08,286.34,Family,0,69,5977.56,4305.98,165.61461538461538,26.0,2.0,6.0,9.0,1.0,1.0,90.34,0.000412,0.0523,0.000184,3.922e-05
CUST_00540,Mayu,Takahashi,1991-08-16,34,Female,mayu_takahashi785@gmail.com,(740)224-9973x04543,265 Wells Knoll,69989,Yokohama,Japan,JP2914352520312633,Mastercard,5594********0056,07/25,Corporate,2021-04-02,Single,Bachelor,Self-Employed,Manufacturing,8,64571.46,5380.96,Owner,0,51,178509.55,41773.0,2457.235294117647,17.0,0.0,2.0,9.0,1.0,0.0,41.23,0.00024,0.045354,0.000445,3.362e-05
CUST_00541,Ava,Harris,2008-05-29,18,Female,ava.harris735@hotmail.com,(0118) 4960647,9 Brooks Stravenue,ZE5 5TR,London,UK,GB3676304815645915,Visa,4365********3294,09/28,Personal,2025-05-31,Single,High School,Unemployed,Unemployed,0,1750.66,145.89,Rent,0,1,456.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,8e-05,0.054915,0.0,2.44e-05
CUST_00542,Anil,Mukherjee,1985-01-01,41,Male,anil_mukherjee678@yahoo.com,6763217017,"85
Dar Road",421093,Mumbai,India,IN0103068390451035,Visa,4901********8121,08/25,Corporate,2007-01-08,Married,Master,Retired,Retired,31,11465.74,955.48,Rent,1,222,7368.16,29779.55,376.956329113924,79.0,4.0,22.0,33.0,3.0,0.0,100.0,0.001104,0.052513,0.0009,0.00010073
CUST_00543,Ryota,Mori,1982-11-18,43,Male,ryota_mori@hotmail.com,488-280-7993x956,2646 Michael Shoal,68056,Tokyo,Japan,JP5524895156820754,Mastercard,5139********5232,01/25,Personal,2020-05-03,Widowed,Bachelor,Employed,Manufacturing,5,39122.26,3260.19,Rent,1,62,26813.55,32694.43,1816.3572222222222,18.0,2.0,2.0,12.0,1.0,0.0,77.33,0.000306,0.052806,0.000373,2.791e-05
CUST_00544,Oussama,Guesmi,2004-12-14,21,Male,oussama.guesmi@yahoo.com,04 79 91 63 18,"9, chemin Nguyen",72821,Kairouan,Tunisia,TN5990991246318122,Mastercard,5292********6286,05/29,Business,2025-03-31,Married,High School,Student,Student,0,1020.55,85.05,Family,2,3,2212.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,1.3e-05,0.04889,0.0,1.081e-05
CUST_00545,Sean,Shabangu,1982-01-29,44,Male,seanshabangu340@gmail.com,(0115) 4960843,8 Jones Garden,SP0 7GJ,Pretoria,South Africa,ZA9902137321049285,Mastercard,5411********5646,02/28,Business,2018-09-03,Married,Vocational,Employed,Retail,12,14966.8,1247.23,Family,2,82,45134.75,10946.41,576.1268421052631,19.0,0.0,3.0,8.0,1.0,0.0,38.47,0.000293,0.048743,0.000152,2.735e-05
CUST_00546,Isaac,Nyamweya,1995-12-07,30,Male,isaacnyamweya266@yahoo.com,0114 4960212,"Studio 5
Storey Corners",DN5 7ZQ,Kisumu,Kenya,KE0667675441715580,Amex,3728*******1713,09/29,Personal,2023-05-02,Married,Bachelor,Employed,IT/Tech,1,8762.93,730.24,Owner,3,26,19155.36,1210.79,151.34875,8.0,0.0,1.0,5.0,0.0,0.0,25.81,0.000133,0.04601,2e-05,2.046e-05
CUST_00547,Angela,Young,1997-08-08,28,Female,angela_young714@protonmail.com,001-729-226-1037x5347,380 Bentley Drives Suite 164,16630,Chicago,USA,US9617439013910395,Mastercard,5411********2776,04/29,Business,2025-03-31,Married,High School,Employed,Marketing,0,23130.38,1927.53,Rent,4,3,16992.28,78.45,78.45,1.0,0.0,0.0,0.0,0.0,0.0,0.75,2.7e-05,0.04584,0.0,9.13e-06
CUST_00548,Gloria,Gutierrez,1999-10-11,26,Female,gloriagutierrez560@gmail.com,217.652.9460x077,Circunvalacion Nuevo Leon 945 Interior 760,24801,Monterrey,Mexico,MX2983970510668046,Visa,4891********5177,02/28,Joint,2024-05-31,Single,High School,Employed,Retail,0,10077.76,839.81,Rent,0,13,16407.69,1160.46,232.092,5.0,0.0,1.0,2.0,0.0,0.0,13.05,0.000133,0.051659,5.2e-05,2.258e-05
CUST_00549,Donghyun,Cho,1981-06-01,45,Male,donghyuncho784@protonmail.com,420.511.6374x497,97532 Kenneth Turnpike,79170,Daegu,South Korea,KR5772392294204899,Mastercard,5378********7052,08/25,Personal,2019-07-04,Divorced,Bachelor,Employed,Healthcare,10,48451.68,4037.64,Rent,2,72,95644.32,34013.43,1360.5372,25.0,2.0,4.0,12.0,1.0,0.0,82.31,0.000399,0.05286,0.000296,3.126e-05
CUST_00550,Leticia,Suarez,2007-10-19,18,Female,leticia.suarez94@yahoo.com,+34 888 98 46 13,Pasaje de Ruperto Roca 528 Piso 7,38228,Madrid,Spain,ES7415476213049866,Mastercard,5428********7008,01/25,Business,2025-01-29,Married,High School,Student,Student,0,2957.22,246.43,Family,1,5,6774.93,6.07,6.07,1.0,0.0,0.0,0.0,0.0,0.0,3.29,5.3e-05,0.050031,2e-06,1.443e-05
CUST_00551,Miguel,Torres,2008-03-21,18,Male,migueltorres@outlook.com,+34968 76 64 55,Callejon de Herminio Capdevila 30,38741,Seville,Spain,ES5155402100485098,Visa,4332********6106,12/26,Personal,2024-01-31,Single,No Formal Education,Student,Student,0,1700.17,141.68,Rent,0,17,3671.48,5205.64,867.6066666666667,6.0,1.0,2.0,6.0,0.0,1.0,63.26,0.0002,0.056166,0.000156,2.646e-05
CUST_00552,Fernanda,Silva,1996-04-24,30,Female,fernanda.silva@gmail.com,(031) 1110 7118,"Jardim Julia Aparecida, 782",75298-712,Rio de Janeiro,Brazil,BR2348780506436191,Visa,4934********6924,07/26,Business,2023-04-02,Divorced,Master,Employed,Engineering,3,13521.89,1126.82,Owner,2,27,8383.72,3130.26,347.8066666666667,9.0,0.0,0.0,2.0,0.0,0.0,8.62,0.000133,0.046013,1.1e-05,2.988e-05
CUST_00553,Lautaro,Medina,1995-06-01,31,Male,lautaromedina108@protonmail.com,+54 15 2611 5546,Diagonal Misiones N 19,36005699,Buenos Aires,Argentina,AR2926814612260593,Amex,3498*******5122,09/26,Corporate,2022-12-31,Married,Vocational,Employed,Marketing,1,6378.45,531.54,Owner,2,30,11106.55,4510.16,501.12888888888887,9.0,0.0,3.0,2.0,1.0,0.0,20.7,0.000173,0.055406,1.4e-05,6.756e-05
CUST_00554,Patrick,Hill,1981-05-30,45,Male,patrick.hill@hotmail.com,0338637746,161 Ho Brae,2938,Adelaide,Australia,AU2738508909511908,Discover,6011********0595,02/25,Joint,2021-11-01,Married,Vocational,Employed,Manufacturing,6,26838.26,2236.52,Owner,1,44,34641.52,12355.96,950.4584615384615,13.0,0.0,1.0,3.0,1.0,0.0,16.36,0.0002,0.048063,0.000125,2.423e-05
CUST_00555,Charles,Moore,1989-10-04,36,Male,charles.moore@outlook.com,+1-604-801-4668x7419,9295 Richardson Rue Suite 854,04531,Seattle,USA,US1874116636700730,Mastercard,5215********6909,07/27,Personal,2021-01-31,Married,Vocational,Employed,Marketing,6,45656.31,3804.69,Owner,0,53,47387.63,25803.31,1612.706875,16.0,0.0,2.0,6.0,1.0,0.0,31.16,0.000253,0.048528,9.6e-05,2.147e-05
CUST_00556,Carolina,Lopes,1989-08-30,36,Female,carolina_lopes952@hotmail.com,0500-895-6823,"Favela Cassiano, 64",22256-352,Curitiba,Brazil,BR6799444325842542,Visa,4717********8821,04/25,Business,2024-07-31,Married,High School,Employed,Marketing,0,8454.11,704.51,Rent,0,11,15001.86,887.8,147.96666666666667,6.0,0.0,1.0,5.0,0.0,0.0,25.01,9.3e-05,0.046158,1.7e-05,1.571e-05
CUST_00557,Riley,Adams,2007-11-17,18,Female,riley.adams662@hotmail.com,1 (375) 268-2974,975 Henderson Field,N8T7T4,Toronto,Canada,CA5676860445747790,Mastercard,5272********9620,11/25,Personal,2024-01-31,Single,High School,Student,Student,0,4886.22,407.18,Family,0,17,4100.97,7572.9800000000005,1893.2450000000001,4.0,1.0,2.0,3.0,0.0,1.0,53.26,5.3e-05,0.0,0.0,8.08e-06
CUST_00558,Muhammad,Williams,1991-02-16,35,Male,muhammadwilliams@yahoo.com,01914960388,"Flat 4
Barrett Oval",M6 3YS,Leeds,UK,GB0569986838677160,Mastercard,5363********3972,03/25,Personal,2022-11-01,Widowed,Bachelor,Employed,Retail,3,28860.86,2405.07,Family,1,32,20402.74,7727.54,643.9616666666667,12.0,0.0,0.0,6.0,0.0,0.0,24.11,0.000226,0.049696,0.000113,1.602e-05
CUST_00559,Soufiane,Moussaoui,2007-08-02,18,Male,soufianemoussaoui937@hotmail.com,+33 (0)2 32 49 99 38,"2, avenue de Paul",23724,Tangier,Morocco,MA4727300816145056,Visa,4134********5042,06/27,Personal,2024-07-01,Married,High School,Employed,Retail,1,6864.03,572.0,Family,0,12,13542.55,388.53000000000003,129.51000000000002,3.0,0.0,0.0,2.0,0.0,0.0,11.59,6.7e-05,0.048706,1.6e-05,9.82e-06
CUST_00560,Fatima,El Fassi,1985-11-10,40,Female,fatima_elfassi@outlook.com,06 32 95 44 40,"85, chemin de Vallet",93431,Casablanca,Morocco,MA5598665191926029,Mastercard,5327********0954,02/29,Business,2020-03-03,Married,Bachelor,Self-Employed,Finance,5,17638.28,1469.86,Rent,1,64,18376.31,5825.06,388.33733333333333,15.0,2.0,2.0,8.0,1.0,0.0,65.01,0.000279,0.053111,0.000262,2.992e-05
CUST_00561,Jason,Adams,1980-02-21,46,Male,jasonadams152@yahoo.com,+1-248-793-8260x7900,357 Donna Lights,46837,Houston,USA,US2689948864975886,Visa,4648********2921,02/26,Personal,2022-09-01,Married,Bachelor,Employed,Legal,2,44964.78,3747.06,Rent,2,34,112053.27,2997.7,749.425,4.0,0.0,1.0,1.0,0.0,0.0,11.52,0.00012,0.052227,6e-06,2.334e-05
CUST_00562,Emi,Sato,1998-05-28,28,Female,emisato495@outlook.com,001-736-972-7846x7816,054 Peters Falls,78154,Nagoya,Japan,JP2647071500425170,Mastercard,5175********1371,06/25,Personal,2025-03-01,Married,Master,Student,Student,0,7223.83,601.99,Rent,2,4,16054.58,386.84,193.42,2.0,0.0,0.0,0.0,0.0,0.0,1.69,9.3e-05,0.050851,1e-06,1.621e-05
CUST_00563,Oluwaseun,Chukwuemeka,1984-02-21,42,Male,oluwaseun_chukwuemek@gmail.com,09098790301,571 Arthur Lane,CA47 5LP,Abuja,Nigeria,NG6574413336616701,Visa,4644********5669,03/26,Personal,2024-05-31,Married,High School,Unemployed,Unemployed,0,1000.0,83.33,Family,2,13,1051.32,221.0,22.1,10.0,0.0,2.0,4.0,0.0,0.0,23.24,0.00016,0.047355,5.1e-05,3.222e-05
CUST_00564,Sandra,Souza,1994-02-27,32,Female,sandrasouza@gmail.com,+55 (031) 6401 6592,"Via Pastor, 4",04061697,Sao Paulo,Brazil,BR7459714648467595,Visa,4769********6406,04/25,Trust,2023-03-02,Single,PhD,Self-Employed,Services,4,26452.28,2204.36,Owner,2,28,6058.34,21259.62,1771.635,12.0,3.0,3.0,6.0,1.0,0.0,66.76,0.000253,0.054776,6e-05,3.298e-05
CUST_00565,Sofien,Chaabane,1974-04-21,52,Male,sofien.chaabane447@hotmail.com,+33 (0)2 48 23 19 26,"77, rue Jacques",97326,Kairouan,Tunisia,TN7795157861187638,Discover,6011********0355,09/25,Personal,2018-04-04,Married,Master,Employed,Services,7,21292.56,1774.38,Owner,1,87,46416.03,11013.3,647.8411764705882,17.0,0.0,4.0,9.0,1.0,0.0,42.56,0.000266,0.051506,7e-05,3.609e-05
CUST_00566,Imed,Jerbi,1986-03-06,40,Male,imed_jerbi@gmail.com,+33 5 64 11 70 33,"3, chemin de Maillot",18278,Monastir,Tunisia,TN7549672821829459,Mastercard,5297********6960,11/28,Personal,2021-07-02,Divorced,Vocational,Self-Employed,Other,5,17511.6,1459.3,Rent,3,48,8445.89,7411.2,435.9529411764706,17.0,3.0,6.0,9.0,1.0,0.0,84.82,0.000266,0.04763,0.000172,2.619e-05
CUST_00567,Jorg,Bauer,2000-07-23,25,Male,jorgbauer@gmail.com,+49(0)7469 46671,Miesring 8-1,53258,Hamburg,Germany,DE0062470497896029,Amex,3730*******9652,11/27,Personal,2023-04-02,Married,Master,Employed,IT/Tech,3,72720.87,6060.07,Owner,2,27,173943.85,22398.85,2799.85625,8.0,0.0,1.0,5.0,0.0,0.0,25.2,0.000146,0.050163,5.1e-05,1.457e-05
CUST_00568,Irene,Conti,1974-02-10,52,Female,ireneconti298@outlook.com,+39 05189437613,"Canale Ferrazzi, 29",29026,Turin,Italy,IT0193248954222844,Visa,4689********0334,02/25,Business,2025-03-31,Married,Master,Unemployed,Unemployed,0,3745.08,312.09,Rent,2,3,8826.72,56.89,28.445,2.0,0.0,1.0,0.0,0.0,0.0,11.13,9.3e-05,0.052134,2e-06,2.671e-05
CUST_00569,Ethan,Bell,1978-11-22,47,Male,ethanbell554@gmail.com,(01632) 960810,"Studio 45F
Mathew Ville",DA7 1EN,Manchester,UK,GB5786189508187645,Visa,4579********4877,05/28,Personal,2024-01-31,Married,Vocational,Unemployed,Unemployed,0,3496.8,291.4,Rent,3,17,1502.45,290.44,72.61,4.0,0.0,0.0,3.0,0.0,0.0,14.48,0.00012,0.052154,1.5e-05,2.064e-05
CUST_00570,Jihane,Rahmani,1993-05-02,33,Female,jihane_rahmani@gmail.com,03 76 39 08 37,"18, rue de Denis",33851,Fes,Morocco,MA4584556770825308,Discover,6011********0991,03/25,Personal,2024-05-01,Married,PhD,Self-Employed,Finance,2,15321.87,1276.82,Owner,3,14,7619.76,315.23,315.23,1.0,0.0,0.0,0.0,0.0,0.0,2.05,2.7e-05,0.042085,0.0,1.074e-05
CUST_00571,Ethan,Green,1982-09-11,43,Male,ethangreen@hotmail.com,+44(0)114 4960310,23 Chapman Keys,DH6E 2UT,Liverpool,UK,GB8068545204375788,Visa,4701********9010,11/29,Personal,2007-05-09,Married,No Formal Education,Self-Employed,Government,7,16539.78,1378.31,Rent,5,218,2768.9,30977.190000000002,525.0371186440678,59.0,2.0,8.0,27.0,3.0,0.0,100.0,0.000798,0.039268,0.000104,4.333e-05
CUST_00572,Ethan,Mercier,1983-02-11,43,Male,ethan.mercier@yahoo.com,+33 (0)4 91 06 90 52,"141, rue de Reynaud",08538,Bordeaux,France,FR6029499566329198,Amex,3775*******1298,07/25,Business,2021-03-03,Single,High School,Employed,Healthcare,1,24377.81,2031.48,Rent,0,52,7897.0,6682.63,477.3307142857143,14.0,2.0,1.0,9.0,1.0,0.0,68.85,0.000213,0.046389,0.001525,1.786e-05
CUST_00573,Afaf,Al Shehri,1993-08-17,32,Female,afafalshehri@outlook.com,(284)732-1467,33196 Brown Park Suite 956,86959,Riyadh,Saudi Arabia,SA2218094847666792,Mastercard,5334********5377,10/25,Personal,2020-08-02,Divorced,Bachelor,Self-Employed,Manufacturing,6,53242.42,4436.87,Owner,0,59,12417.99,15180.27,1167.7130769230769,13.0,1.0,2.0,5.0,0.0,0.0,35.35,0.0002,0.043058,2e-05,2.022e-05
CUST_00574,Sebastian,Moore,1987-08-04,38,Male,sebastianmoore@protonmail.com,(890) 607-7822 x590,515 Gina Locks,B6N 4M2,Edmonton,Canada,CA4243681209390356,Visa,4977********6945,04/25,Business,2013-11-04,Single,No Formal Education,Retired,Retired,20,10564.08,880.34,Owner,2,140,40097.9,8729.57,249.4162857142857,35.0,1.0,3.0,15.0,1.0,0.0,78.44,0.000532,0.054621,0.000218,4.819e-05
CUST_00575,Wiem,Chebbi,1986-03-11,40,Female,wiemchebbi@protonmail.com,0365294411,"41, boulevard de Regnier",85263,Tunis,Tunisia,TN4167175697301823,Visa,4348********6259,02/29,Personal,2021-11-01,Married,Master,Self-Employed,Agriculture,5,19985.9,1665.49,Owner,1,44,22791.31,32016.69,3557.41,9.0,1.0,1.0,1.0,1.0,0.0,21.18,0.000133,0.042564,4e-06,2.379e-05
CUST_00576,Pooja,Krishnan,1996-09-01,29,Female,pooja.krishnan912@yahoo.com,03027678133,"H.No. 86
Sani Marg",497862,Chennai,India,IN2977934353811022,Mastercard,5365********3500,12/29,Joint,2020-01-02,Married,Bachelor,Employed,Legal,7,12267.69,1022.31,Rent,3,66,13582.07,7420.89,494.726,15.0,2.0,5.0,7.0,1.0,0.0,63.19,0.000266,0.052603,0.000259,5.191e-05
CUST_00577,Dina,Saadi,1971-10-11,54,Female,dina_saadi@yahoo.com,+33 2 32 79 61 16,"35, avenue Monique Verdier",45699,Nabeul,Tunisia,TN5645362821511844,Amex,3457*******1201,10/26,Personal,2023-08-01,Divorced,Master,Self-Employed,Finance,3,20220.41,1685.03,Family,2,23,29108.89,6454.219999999999,645.4219999999999,10.0,2.0,3.0,2.0,0.0,1.0,58.66,0.000146,0.000113,0.0,4.481e-05
CUST_00578,Eduardo,Barbosa,2007-07-18,18,Male,eduardo_barbosa956@outlook.com,(031) 2847 5165,"Rua da Conceicao, 11",30105320,Fortaleza,Brazil,BR8159958648418141,Mastercard,5254********3303,06/25,Business,2024-05-31,Single,High School,Student,Student,0,1285.83,107.15,Family,0,13,917.32,109.69000000000001,27.422500000000003,4.0,0.0,1.0,0.0,0.0,0.0,7.19,9.3e-05,0.049077,1e-06,1.955e-05
CUST_00579,Bouchra,Qabbaj,1980-02-27,46,Female,bouchra_qabbaj@outlook.com,+33 (0)1 48 80 68 20,rue Dupuy,56369,Agadir,Morocco,MA7796811838998394,Mastercard,5418********8073,08/28,Trust,2023-10-01,Married,Master,Employed,Retail,2,11081.46,923.46,Owner,3,21,13383.47,4196.04,839.208,5.0,0.0,1.0,3.0,0.0,0.0,17.92,0.000133,0.052442,1.6e-05,2.412e-05
